chunk_id,source_type,title,product_line,device_model,error_code,issue_type,content
FAQ-071,FAQ,VB-300 出现设备离线时应该怎么排查？,振动监测,VB-300,E202,设备离线,"VB-300 出现设备离线时应该怎么排查？
针对 VB-300 的设备离线，建议先检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间"
FAQ-072,FAQ,VB-300 出现MQTT 连接超时时应该怎么排查？,振动监测,VB-300,E203,MQTT 连接超时,"VB-300 出现MQTT 连接超时时应该怎么排查？
针对 VB-300 的MQTT 连接超时，建议先核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略"
FAQ-073,FAQ,VB-300 出现固件升级失败时应该怎么排查？,振动监测,VB-300,E204,固件升级失败,"VB-300 出现固件升级失败时应该怎么排查？
针对 VB-300 的固件升级失败，建议先确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用"
FAQ-074,FAQ,VB-300 出现传感器采样异常时应该怎么排查？,振动监测,VB-300,E205,传感器采样异常,"VB-300 出现传感器采样异常时应该怎么排查？
针对 VB-300 的传感器采样异常，建议先检查采样周期、探头接线、量程配置、校准系数和环境干扰。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查采样周期、探头接线、量程配置、校准系数和环境干扰"
FAQ-075,FAQ,VB-300 出现网关心跳丢失时应该怎么排查？,振动监测,VB-300,E206,网关心跳丢失,"VB-300 出现网关心跳丢失时应该怎么排查？
针对 VB-300 的网关心跳丢失，建议先查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态"
FAQ-076,FAQ,VB-300 出现设备绑定失败时应该怎么排查？,振动监测,VB-300,E207,设备绑定失败,"VB-300 出现设备绑定失败时应该怎么排查？
针对 VB-300 的设备绑定失败，建议先确认 SN/IMEI 未被占用、租户信息正确、二维码未过期。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：确认 SN/IMEI 未被占用、租户信息正确、二维码未过期"
FAQ-077,FAQ,VB-300 出现电压数据异常时应该怎么排查？,振动监测,VB-300,E208,电压数据异常,"VB-300 出现电压数据异常时应该怎么排查？
针对 VB-300 的电压数据异常，建议先核对互感器方向、倍率参数、接线相序和采样通道。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：核对互感器方向、倍率参数、接线相序和采样通道"
FAQ-078,FAQ,VB-300 出现温度数据漂移时应该怎么排查？,振动监测,VB-300,E301,温度数据漂移,"VB-300 出现温度数据漂移时应该怎么排查？
针对 VB-300 的温度数据漂移，建议先检查安装位置、校准日期、补偿参数和传感器老化情况。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查安装位置、校准日期、补偿参数和传感器老化情况"
FAQ-079,FAQ,VB-300 出现振动阈值误报时应该怎么排查？,振动监测,VB-300,E302,振动阈值误报,"VB-300 出现振动阈值误报时应该怎么排查？
针对 VB-300 的振动阈值误报，建议先检查安装底座、阈值模板、采样频率和设备工况变化。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查安装底座、阈值模板、采样频率和设备工况变化"
FAQ-080,FAQ,VB-300 出现平台告警延迟时应该怎么排查？,振动监测,VB-300,E303,平台告警延迟,"VB-300 出现平台告警延迟时应该怎么排查？
针对 VB-300 的平台告警延迟，建议先检查上报频率、消息队列积压、规则引擎状态和网络延迟。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查上报频率、消息队列积压、规则引擎状态和网络延迟"
FAQ-081,FAQ,PM-80 出现设备离线时应该怎么排查？,电力采集,PM-80,E304,设备离线,"PM-80 出现设备离线时应该怎么排查？
针对 PM-80 的设备离线，建议先检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间"
FAQ-082,FAQ,PM-80 出现MQTT 连接超时时应该怎么排查？,电力采集,PM-80,E305,MQTT 连接超时,"PM-80 出现MQTT 连接超时时应该怎么排查？
针对 PM-80 的MQTT 连接超时，建议先核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略"
FAQ-083,FAQ,PM-80 出现固件升级失败时应该怎么排查？,电力采集,PM-80,E306,固件升级失败,"PM-80 出现固件升级失败时应该怎么排查？
针对 PM-80 的固件升级失败，建议先确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用"
FAQ-084,FAQ,PM-80 出现传感器采样异常时应该怎么排查？,电力采集,PM-80,E307,传感器采样异常,"PM-80 出现传感器采样异常时应该怎么排查？
针对 PM-80 的传感器采样异常，建议先检查采样周期、探头接线、量程配置、校准系数和环境干扰。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查采样周期、探头接线、量程配置、校准系数和环境干扰"
FAQ-085,FAQ,PM-80 出现网关心跳丢失时应该怎么排查？,电力采集,PM-80,E308,网关心跳丢失,"PM-80 出现网关心跳丢失时应该怎么排查？
针对 PM-80 的网关心跳丢失，建议先查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态"
FAQ-086,FAQ,PM-80 出现设备绑定失败时应该怎么排查？,电力采集,PM-80,E401,设备绑定失败,"PM-80 出现设备绑定失败时应该怎么排查？
针对 PM-80 的设备绑定失败，建议先确认 SN/IMEI 未被占用、租户信息正确、二维码未过期。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：确认 SN/IMEI 未被占用、租户信息正确、二维码未过期"
FAQ-087,FAQ,PM-80 出现电压数据异常时应该怎么排查？,电力采集,PM-80,E402,电压数据异常,"PM-80 出现电压数据异常时应该怎么排查？
针对 PM-80 的电压数据异常，建议先核对互感器方向、倍率参数、接线相序和采样通道。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：核对互感器方向、倍率参数、接线相序和采样通道"
FAQ-088,FAQ,PM-80 出现温度数据漂移时应该怎么排查？,电力采集,PM-80,E403,温度数据漂移,"PM-80 出现温度数据漂移时应该怎么排查？
针对 PM-80 的温度数据漂移，建议先检查安装位置、校准日期、补偿参数和传感器老化情况。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查安装位置、校准日期、补偿参数和传感器老化情况"
FAQ-089,FAQ,PM-80 出现振动阈值误报时应该怎么排查？,电力采集,PM-80,E404,振动阈值误报,"PM-80 出现振动阈值误报时应该怎么排查？
针对 PM-80 的振动阈值误报，建议先检查安装底座、阈值模板、采样频率和设备工况变化。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查安装底座、阈值模板、采样频率和设备工况变化"
FAQ-090,FAQ,PM-80 出现平台告警延迟时应该怎么排查？,电力采集,PM-80,E101,平台告警延迟,"PM-80 出现平台告警延迟时应该怎么排查？
针对 PM-80 的平台告警延迟，建议先检查上报频率、消息队列积压、规则引擎状态和网络延迟。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查上报频率、消息队列积压、规则引擎状态和网络延迟"
FAQ-091,FAQ,PM-200 出现设备离线时应该怎么排查？,电力采集,PM-200,E102,设备离线,"PM-200 出现设备离线时应该怎么排查？
针对 PM-200 的设备离线，建议先检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间"
FAQ-092,FAQ,PM-200 出现MQTT 连接超时时应该怎么排查？,电力采集,PM-200,E103,MQTT 连接超时,"PM-200 出现MQTT 连接超时时应该怎么排查？
针对 PM-200 的MQTT 连接超时，建议先核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略"
FAQ-093,FAQ,PM-200 出现固件升级失败时应该怎么排查？,电力采集,PM-200,E104,固件升级失败,"PM-200 出现固件升级失败时应该怎么排查？
针对 PM-200 的固件升级失败，建议先确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用"
FAQ-094,FAQ,PM-200 出现传感器采样异常时应该怎么排查？,电力采集,PM-200,E105,传感器采样异常,"PM-200 出现传感器采样异常时应该怎么排查？
针对 PM-200 的传感器采样异常，建议先检查采样周期、探头接线、量程配置、校准系数和环境干扰。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查采样周期、探头接线、量程配置、校准系数和环境干扰"
FAQ-095,FAQ,PM-200 出现网关心跳丢失时应该怎么排查？,电力采集,PM-200,E106,网关心跳丢失,"PM-200 出现网关心跳丢失时应该怎么排查？
针对 PM-200 的网关心跳丢失，建议先查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态"
FAQ-096,FAQ,PM-200 出现设备绑定失败时应该怎么排查？,电力采集,PM-200,E107,设备绑定失败,"PM-200 出现设备绑定失败时应该怎么排查？
针对 PM-200 的设备绑定失败，建议先确认 SN/IMEI 未被占用、租户信息正确、二维码未过期。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：确认 SN/IMEI 未被占用、租户信息正确、二维码未过期"
FAQ-097,FAQ,PM-200 出现电压数据异常时应该怎么排查？,电力采集,PM-200,E108,电压数据异常,"PM-200 出现电压数据异常时应该怎么排查？
针对 PM-200 的电压数据异常，建议先核对互感器方向、倍率参数、接线相序和采样通道。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：核对互感器方向、倍率参数、接线相序和采样通道"
FAQ-098,FAQ,PM-200 出现温度数据漂移时应该怎么排查？,电力采集,PM-200,E109,温度数据漂移,"PM-200 出现温度数据漂移时应该怎么排查？
针对 PM-200 的温度数据漂移，建议先检查安装位置、校准日期、补偿参数和传感器老化情况。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查安装位置、校准日期、补偿参数和传感器老化情况"
FAQ-099,FAQ,PM-200 出现振动阈值误报时应该怎么排查？,电力采集,PM-200,E110,振动阈值误报,"PM-200 出现振动阈值误报时应该怎么排查？
针对 PM-200 的振动阈值误报，建议先检查安装底座、阈值模板、采样频率和设备工况变化。若 10 分钟内无法恢复，保留设备日志并转交二线支持。
标准步骤：检查安装底座、阈值模板、采样频率和设备工况变化"
